doi,paper_title,year,journal,sub_field,data_source,best_algorithm,best_metric_type,best_metric_value,validation_method,interpretability_method,model_framework,control_loop_type,scale,dataset_size,time_span,real_time_testing,deployed_in_plant,uses_real_wastewater,code_available,data_available,uncertainty_quantification,ml_algorithms,target_variable
10.3390/app15084130,Water Quality Monitoring: A Water Quality Dataset from an On-Site Study in Macao,2025,Applied Sciences,monitoring,experimental,RF,F1,0.9899,random_split,feature_importance,not_specified,none,full_scale,5000.0,5 months,False,False,True,True,True,False,Isolation Forest; LOF; LR; RF,TDS; abnormal) based on pH; and temperature; borderline; or does not meet); turbidity; water quality category (meets physicochemical criteria; water quality classification (normal; water quality classification label (meets criteria/borderline/does not meet criteria)
10.3390/app15168990,Development and Optimization of an Automated Industrial Wastewater Treatment System Using PLC and LSTM Neural Network,2025,Applied Sciences,control,SCADA,LSTM,R2,0.96,random_split,none,pytorch,advisory,full_scale,,240 hours,False,True,True,False,False,False,LSTM,alkali; and reagent consumption; and reagent consumption (acid; coagulant); flow; flow rate; pH; reagent consumption; temperature; wastewater flow rate
10.3390/app8020261,Dissolved Oxygen Control in Activated Sludge Process Using a Neural Network-Based Adaptive PID Algorithm,2018,Applied Sciences,control,simulated,ANN,other,,none_reported,none,matlab,closed_loop,simulation,1344.0,7 days,False,False,False,False,False,False,ANN; PID; RBF,dissolved oxygen concentration; dissolved oxygen concentration in aeration tank
10.3390/app9030523,A Real-Time BOD Estimation Method in Wastewater Treatment Process Based on an Optimized Extreme Learning Machine,2019,Applied Sciences,WWTP,simulated,ICS-ELM,MSE,0.0254,random_split,none,matlab,none,simulation,1344.0,14 days,False,False,False,False,False,False,ANN; BP; ELM; LS-SVM; LSSVM; RVM; SVM,effluent BOD concentration
10.3390/automation5020008,A Soft Sensor for Flow Estimation and Uncertainty Analysis Based on Artificial Intelligence: A Case Study of Water Supply Systems,2024,Automation,monitoring,SCADA,LSTM,R2,0.996437,random_split,none,not_specified,none,full_scale,14320.0,3 months,False,False,True,False,False,True,ANN; CNN; LSTM; MLP; TEDA,distribution reservoir outlet flow; water flow rate; water flow rate in distribution network
10.3390/bios15050284,A Portable UV-LED/RGB Sensor for Real-Time Bacteriological Water Quality Monitoring Using ML-Based MPN Estimation,2025,Biosensors,monitoring,experimental,SVM,accuracy,1.0,random_split,none,tensorflow,none,lab,47402.0,24 hours,False,False,False,False,False,False,ANN; MLPNN; SVM,bacterial presence in wells (positive/negative classification for MPN estimation); presence or absence of bacteria in individual wells (for MPN estimation); well positive/negative classification for bacterial presence (MPN estimation)
10.3390/chemosensors11040229,Efficient Monitoring of Microbial Communities and Chemical Characteristics in Incineration Leachate with Electronic Nose and Data Mining Techniques,2023,Chemosensors,monitoring,experimental,GBM,accuracy,0.9892,random_split,none,not_specified,none,full_scale,144.0,,False,False,True,False,False,False,CART; GBDT; GBM; PCA; RF; TSNE,Bacteroidetes) and chemical parameters (COD; COD; Firmicutes; ammonia nitrogen; ammonia nitrogen) and microbial community composition; chemical parameters (pH; microbial community composition; microbial community composition (Proteobacteria; pH; pH)
10.3390/chemosensors12030034,Combination of Machine Learning and RGB Sensors to Quantify and Classify Water Turbidity,2024,Chemosensors,monitoring,experimental,GPR,R2,0.979,k_fold,none,matlab,none,lab,136.5,,False,False,False,False,False,False,ANN; AdaBoost; Bagging; Bayesian; Boosting; DNN; DT; Ensemble; GBM; GPR; KNN; LR; NN; Naive Bayes; SVM; SVR,turbidity concentration (NTU) and turbidity source classification; water turbidity (NTU) and turbidity source classification; water turbidity (quantification) and turbidity source (classification)
10.3390/e27121233,"Prediction, Uncertainty Quantification, and ANN-Assisted Operation of Anaerobic Digestion Guided by Entropy Using Machine Learning",2025,Entropy,sludge,SCADA,ANN,accuracy,0.96,k_fold,feature_importance,not_specified,advisory,full_scale,9823.0,6 months,True,True,True,False,False,True,ANN; RF; SVM; SVR,VFA concentration; biogas yield; biogas yield (m3/t); fermentation temperature
10.3390/en13133338,SMART Computational Solutions for the Optimization of Selected Technology Processes as an Innovation and Progress in Improving Energy Efficiency of Smart Cities—A Case Study,2020,Energies,control,mixed,MPC,other,14.0,none_reported,none,matlab,closed_loop,full_scale,,25 hours,False,False,True,False,False,False,ANN; MC SVM; MPC; PID; SVM,ammonia concentration; dissolved oxygen concentration; electricity consumption; electricity consumption minimization in biological wastewater treatment (oxygen concentration control and recirculation optimization); nitrate concentration
10.3390/en14061552,Artificial Neural Networks in Modeling of Dewaterability of Sewage Sludge,2021,Energies,sludge,experimental,RBF,other,0.98,random_split,none,not_specified,none,lab,630.0,,False,False,True,False,False,False,ANN; MLP; RBF,sludge hydration (end water content); sludge hydration and separation factor; sludge hydration and separation factor after centrifugation
10.3390/en16062871,Application of Multispectral Images from Unmanned Aerial Vehicles to Analyze Operations of a Wastewater Treatment Plant,2023,Energies,monitoring,mixed,LR,R2,0.98,none_reported,none,not_specified,none,full_scale,600.0,1 day,False,False,True,False,False,False,LR,NO3-N); NO3-N) in bioreactor compartments; PO4-P; effluent quality indices (NH4-N; nitrate nitrogen (NO3-N); nutrient content (NH4-N
10.3390/en16217408,Machine Learning-Based Energy Consumption Estimation of Wastewater Treatment Plants in Greece,2023,Energies,WWTP,mixed,ANN,MSE,8.99899e-05,none_reported,none,not_specified,none,full_scale,31.0,,False,False,True,False,True,False,ANN,Energy consumption (kWh/d); daily energy consumption (kWh/d); energy consumption (kWh/d)
10.3390/en17020364,Maximizing Biogas Yield Using an Optimized Stacking Ensemble Machine Learning Approach,2024,Energies,sludge,experimental,Stacking,RMSE,0.004,k_fold,none,not_specified,none,lab,3000.0,3 months,False,False,True,False,True,False,ANN; CatBoost; DT; KNN; LightGBM; RF; SVM; Stacking,biogas yield (gas volume); biogas yield volume
10.3390/eng6050098,Autopsy Results and Inorganic Fouling Prediction Modeling Using Artificial Neural Networks for Reverse Osmosis Membranes in a Desalination Plant,2025,Eng,membrane,SCADA,ANN,R2,0.7127,random_split,none,matlab,none,full_scale,731.0,2 years,False,False,True,False,False,False,ANN; MLP; MLR,transmembrane pressure; transmembrane pressure (TMP)
10.3390/engproc2024069110,Performance Evaluation of Machine Learning Methods for Drinking Water Contamination Detection,2024,The 3rd International Joint Conference on Water Distribution Systems Analysis &amp;amp; Computing and Control for the Water Industry (WDSA/CCWI 2024),monitoring,experimental,ANN,accuracy,0.999,none_reported,none,not_specified,none,pilot,,,False,False,True,False,False,False,ANN; NN,contamination detection (binary classification/anomaly); drinking water contamination detection; drinking water contamination detection (binary anomaly classification)
10.3390/fermentation10120639,Machine Learning Prediction of Foaming in Anaerobic Co-Digestion from Six Key Process Parameters,2024,Fermentation,sludge,experimental,SVM,accuracy,0.87,random_split,feature_importance,r,none,full_scale,20.0,16 months,False,False,True,True,True,False,ANN; CART; DT; GLMNET; KNN; LR; MULTINOM; NN; RF; SVM,anaerobic digester foaming status (foaming vs. non-foaming); digester foaming status
10.3390/fermentation8020065,Machine Learning Algorithms for Temperature Management in the Anaerobic Digestion Process,2022,Fermentation,sludge,experimental,SVM,other,0.93,random_split,feature_importance,sklearn,none,lab,,40 days,False,False,True,False,False,False,DT; KNN; LR; Logistic Regression; RF; SVM; SVR; XGBoost,daily methane generation volume; methane production class (low/medium/high); methane standard volume class
10.3390/fermentation8030099,Pilot-Scale Anaerobic Treatment of Printing and Dyeing Wastewater and Performance Prediction Based on Support Vector Regression,2022,Fermentation,WWTP,experimental,SVR,R2,0.738,temporal_split,none,matlab,none,pilot,57.0,130 days,False,False,True,False,False,False,SVR,COD removal rate
10.3390/fi15080265,Correlation Analysis Model of Environment Parameters Using IoT Framework in a Biogas Energy Generation Context,2023,Future Internet,sludge,experimental,LR,R2,0.734,none_reported,none,sklearn,open_loop,pilot,3000.0,30 days,False,False,True,False,True,False,LR,biogas production; biogas production (gas yield in dm3)
10.3390/jmse10050683,Research on COD Soft Measurement Technology Based on Multi-Parameter Coupling Analysis Method,2022,Journal of Marine Science and Engineering,monitoring,experimental,Combined BP-SVM (CWQM),R2,0.9605,random_split,none,matlab,none,lab,338.0,10 days,True,False,False,False,False,False,ANN; SVM; SVR,COD concentration; chemical oxygen demand
10.3390/ma15051932,Response Surface Methodology and Artificial Neural Network Modelling of Membrane Rotating Biological Contactors for Wastewater Treatment,2022,Materials,membrane,experimental,ANN,R2,0.9982,random_split,none,matlab,none,lab,55.0,42 days,False,False,False,False,False,False,ANN; RSM,membrane permeability; membrane permeability (L/m² h bar); steady-state membrane permeability
10.3390/membranes11010070,Modeling and Sensitivity Analysis of the Forward Osmosis Process to Predict Membrane Flux Using a Novel Combination of Neural Network and Response Surface Methodology Techniques,2021,Membranes,membrane,experimental,ANN,R2,0.99776,random_split,feature_importance,matlab,none,lab,76.0,,False,False,False,False,True,False,ANN; MLP; RSM,membrane flux; membrane flux (Jw)
10.3390/membranes11080554,Support Vector Regression Modelling of an Aerobic Granular Sludge in Sequential Batch Reactor,2021,Membranes,WWTP,experimental,SVR-PSO,R2,0.9804,k_fold,none,matlab,none,lab,21.0,60 days,False,False,False,False,False,False,ANFIS; ANN; FFNN; GA; PSO; SVR,effluent COD concentration
10.3390/membranes12080726,Improved Artificial Neural Network Training Based on Response Surface Methodology for Membrane Flux Prediction,2022,Membranes,membrane,experimental,ANN,other,0.9866,k_fold,none,matlab,none,pilot,4000.0,,False,False,True,False,False,False,ANN; FFNN; RSM,permeate flux; permeate flux of palm oil mill effluent
10.3390/membranes12090821,SVM and ANN Modelling Approach for the Optimization of Membrane Permeability of a Membrane Rotating Biological Contactor for Wastewater Treatment,2022,Membranes,membrane,experimental,ANN,R2,0.798,random_split,none,matlab,none,lab,55.0,,False,False,False,False,False,False,ANN; SVM; SVR,membrane permeability
10.3390/membranes12090883,Comparison of Artificial Intelligence Control Strategies for a Peristaltically Pumped Low-Pressure Driven Membrane Process,2022,Membranes,control,experimental,Local Models,other,,none_reported,none,matlab,closed_loop,pilot,,,True,False,False,False,False,False,ANFIS; ANN; Fuzzy Logic; PI,transmembrane pressure and crossflow velocity; transmembrane pressure and retentate flow rate
10.3390/membranes13120900,Permeation Flux Prediction of Vacuum Membrane Distillation Using Hybrid Machine Learning Techniques,2023,Membranes,membrane,experimental,SVR-SHO,R2,0.942,random_split,feature_importance,matlab,none,lab,50.0,,False,False,False,False,False,False,ANN; LR; MLR; RF; SHO; SVR,permeate flux; permeate flux (kg/m2·h) in vacuum membrane distillation
10.3390/mi14061128,A Method of Water COD Retrieval Based on 1D CNN and 2D Gabor Transform for Absorption–Fluorescence Spectra,2023,Micromachines,monitoring,experimental,Fusion CNN,R2,0.9999,random_split,none,tensorflow,none,lab,19457.0,1 year,False,False,True,False,False,False,1D-CNN; 2D Gabor transform; CNN; FastICA; GRP; Isomap; LLE; LR; PCA; SRP; SVR,COD concentration; chemical oxygen demand (COD); water COD concentration
10.3390/mi15081045,Development of a Portable Residual Chlorine Detection Device with a Combination of Microfluidic Chips and LS-BP Algorithm to Achieve Accurate Detection of Residual Chlorine in Water,2024,Micromachines,monitoring,experimental,LS-BP,MAPE,0.24,random_split,none,not_specified,none,lab,100.0,,False,False,False,False,False,False,ANN; BP; LR; LS,residual chlorine concentration; residual chlorine concentration in water
10.3390/molecules30051092,Application of Machine Learning for FOS/TAC Soft Sensing in Bio-Electrochemical Anaerobic Digestion,2025,Molecules,sludge,experimental,ANN,R2,0.77,k_fold,feature_importance,tensorflow,none,pilot,,160 days,False,False,True,False,False,True,ANN; RF; SVM; SVR; XGBoost,FOS/TAC ratio
10.3390/pr11020478,Performance Evaluation of Hydroponic Wastewater Treatment Plant Integrated with Ensemble Learning Techniques: A Feature Selection Approach,2023,Processes,WWTP,experimental,NNE,RMSE,0.0379,none_reported,none,not_specified,none,lab,,2 weeks,False,False,True,False,False,False,ANFIS; ANN; LR; SVM; SVR; Stacking,effluent TDS concentration (TDSt); effluent total dissolved solids concentration (TDSt); total dissolved solids after treatment (TDSt)
10.3390/pr11082269,Intelligent Control of Wastewater Treatment Plants Based on Model-Free Deep Reinforcement Learning,2023,Processes,control,simulated,RL (Policy Gradient with Transfer Learning),other,,external,none,matlab,closed_loop,simulation,,14 days per episode (BSM1 training); 609 days (BSM2 validation),False,False,False,False,False,False,DNN; PG; RL,SPSo4; SPSo5); and aeration energy cost; nitrate; oxygen set point (SPSo5) to minimize ammonia; oxygen set point increments for effluent quality and operating cost optimization; oxygen set points (SPSo3
